,sequence,sequence_tok
1773,Hope @NenehTrainer will have some good time tonight because she had one hell of the day _�_䉝_���_�__ @onedirection you have one job tonight _���_���,"['Hope', '@NenehTrainer', 'will', 'have', 'some', 'good', 'time', 'tonight', 'because', 'she', 'had', 'one', 'hell', 'of', 'the', 'day', '_�_䉝_���_�__', '@onedirection', 'you', 'have', 'one', 'job', 'tonight', '_���_���']"
1774,"@EddyEgan Can you help me spread the word about my app, Scope? Find out more: https://t.co/bKlG2WBBwF","['@EddyEgan', 'Can', 'you', 'help', 'me', 'spread', 'the', 'word', 'about', 'my', 'app,', 'Scope?', 'Find', 'out', 'more:', 'https://t.co/bKlG2WBBwF']"
1775,"@paynissime Can you help me spread the word about my app, Scope? Find out more: https://t.co/oHtT63GaFU","['@paynissime', 'Can', 'you', 'help', 'me', 'spread', 'the', 'word', 'about', 'my', 'app,', 'Scope?', 'Find', 'out', 'more:', 'https://t.co/oHtT63GaFU']"
1776,"@Britney_r5 Can you help me spread the word about my app, Scope? Find out more: https://t.co/oHtT63GaFU","['@Britney_r5', 'Can', 'you', 'help', 'me', 'spread', 'the', 'word', 'about', 'my', 'app,', 'Scope?', 'Find', 'out', 'more:', 'https://t.co/oHtT63GaFU']"
1777,I'm more upset about the fact that my couples Halloween costume can't happen now lol an it was my best idea yet,"[""I'm"", 'more', 'upset', 'about', 'the', 'fact', 'that', 'my', 'couples', 'Halloween', 'costume', ""can't"", 'happen', 'now', 'lol', 'an', 'it', 'was', 'my', 'best', 'idea', 'yet']"
1778,#H2HChat It is critical that the Top Leader embrace and sell social to the team,"['#H2HChat', 'It', 'is', 'critical', 'that', 'the', 'Top', 'Leader', 'embrace', 'and', 'sell', 'social', 'to', 'the', 'team']"
1779,If you cant send an address then what the hell can you do?,"['If', 'you', 'cant', 'send', 'an', 'address', 'then', 'what', 'the', 'hell', 'can', 'you', 'do?']"
1780,@niklaswik if you look on the pic i sent you blatantly says market cap on it https://t.co/qAncwuAR82,"['@niklaswik', 'if', 'you', 'look', 'on', 'the', 'pic', 'i', 'sent', 'you', 'blatantly', 'says', 'market', 'cap', 'on', 'it', 'https://t.co/qAncwuAR82']"
1781,hoobee. now in the google play store and iTunes. hoo will you bee meeting? #datingapps #singlelife #flirt https://t.co/23EBoCc0o6,"['hoobee.', 'now', 'in', 'the', 'google', 'play', 'store', 'and', 'iTunes.', 'hoo', 'will', 'you', 'bee', 'meeting?', '#datingapps', '#singlelife', '#flirt', 'https://t.co/23EBoCc0o6']"
1782,#taxcredits The lords are sitting down are they going to do something? Oh they are standing up for the 68th time ffs.,"['#taxcredits', 'The', 'lords', 'are', 'sitting', 'down', 'are', 'they', 'going', 'to', 'do', 'something?', 'Oh', 'they', 'are', 'standing', 'up', 'for', 'the', '68th', 'time', 'ffs.']"
1783,@TheFordFANatic on our way to the square to scare hunger!! #fansgofurther hope we get lucky!! #freetix https://t.co/LwAsCH4sDB,"['@TheFordFANatic', 'on', 'our', 'way', 'to', 'the', 'square', 'to', 'scare', 'hunger!!', '#fansgofurther', 'hope', 'we', 'get', 'lucky!!', '#freetix', 'https://t.co/LwAsCH4sDB']"
1784,@HCJKuenssberg Where was the pic taken?,"['@HCJKuenssberg', 'Where', 'was', 'the', 'pic', 'taken?']"
1785,one person unfollowed me // automatically checked by https://t.co/jeORVTsUVw,"['one', 'person', 'unfollowed', 'me', '//', 'automatically', 'checked', 'by', 'https://t.co/jeORVTsUVw']"
1786,@BulldogWX_0610 @TimBrando also didn't want to show everything we had this year that early and wanting to save Dak for the end of the year,"['@BulldogWX_0610', '@TimBrando', 'also', ""didn't"", 'want', 'to', 'show', 'everything', 'we', 'had', 'this', 'year', 'that', 'early', 'and', 'wanting', 'to', 'save', 'Dak', 'for', 'the', 'end', 'of', 'the', 'year']"
1787,"@MercyKandie why did have to bring up the ""our people"" vibe in Tz? They must have wondered where you come from.","['@MercyKandie', 'why', 'did', 'have', 'to', 'bring', 'up', 'the', '""our', 'people""', 'vibe', 'in', 'Tz?', 'They', 'must', 'have', 'wondered', 'where', 'you', 'come', 'from.']"
1788,The Original DANGER ZONE Hot Sauce Collection - 3 Bottles Gift Set Jalapeno https://t.co/0viIBVWL9h https://t.co/LCSlMNMa9p,"['The', 'Original', 'DANGER', 'ZONE', 'Hot', 'Sauce', 'Collection', '-', '3', 'Bottles', 'Gift', 'Set', 'Jalapeno', 'https://t.co/0viIBVWL9h', 'https://t.co/LCSlMNMa9p']"
1789,"You must learn the ways of the force...
...if you're to come with me to Cradley Heath","['You', 'must', 'learn', 'the', 'ways', 'of', 'the', 'force...\n...if', ""you're"", 'to', 'come', 'with', 'me', 'to', 'Cradley', 'Heath']"
1790,@emasar3 @erinmcleod18 the McLeods are up to something...I can sense it,"['@emasar3', '@erinmcleod18', 'the', 'McLeods', 'are', 'up', 'to', 'something...I', 'can', 'sense', 'it']"
1791,"Some people just do whatever they feel like to get whatever they want, and don't even care about the people they step on in the process","['Some', 'people', 'just', 'do', 'whatever', 'they', 'feel', 'like', 'to', 'get', 'whatever', 'they', 'want,', 'and', ""don't"", 'even', 'care', 'about', 'the', 'people', 'they', 'step', 'on', 'in', 'the', 'process']"
1792,"""Always in my heart @Harry_Styles . Yours sincerely, Louis"" @onedirection Artist Of The Year #AMAs  https://t.co/HS3eXOqwx9","['""Always', 'in', 'my', 'heart', '@Harry_Styles', '.', 'Yours', 'sincerely,', 'Louis""', '@onedirection', 'Artist', 'Of', 'The', 'Year', '#AMAs', '', 'https://t.co/HS3eXOqwx9']"
1793,"Hi @itayichibaya, to activate data simply send a blank message to 145. For internet settings, send the word ALL to 222. Happy browsing.^FPM","['Hi', '@itayichibaya,', 'to', 'activate', 'data', 'simply', 'send', 'a', 'blank', 'message', 'to', '145.', 'For', 'internet', 'settings,', 'send', 'the', 'word', 'ALL', 'to', '222.', 'Happy', 'browsing.^FPM']"
1794,@Amonrosier again the social class issues.. Poorer women will face same issues as mid class women.. With the extra financial stuff on top,"['@Amonrosier', 'again', 'the', 'social', 'class', 'issues..', 'Poorer', 'women', 'will', 'face', 'same', 'issues', 'as', 'mid', 'class', 'women..', 'With', 'the', 'extra', 'financial', 'stuff', 'on', 'top']"
1795,@ConorGen yep 'their' and that's the fashion now lad if u didn't no,"['@ConorGen', 'yep', ""'their'"", 'and', ""that's"", 'the', 'fashion', 'now', 'lad', 'if', 'u', ""didn't"", 'no']"
1796,How Steve Jobs introduced the iPod and saved��Apple https://t.co/xwiGNxBNUT https://t.co/mlPEUv5SbI,"['How', 'Steve', 'Jobs', 'introduced', 'the', 'iPod', 'and', 'saved��Apple', 'https://t.co/xwiGNxBNUT', 'https://t.co/mlPEUv5SbI']"
1797,"""It was a nightmare- but no more than that."" - Silver on the Tree Susan Cooper https://t.co/xWwIjFYkt9","['""It', 'was', 'a', 'nightmare-', 'but', 'no', 'more', 'than', 'that.""', '-', 'Silver', 'on', 'the', 'Tree', 'Susan', 'Cooper', 'https://t.co/xWwIjFYkt9']"
1798,"... so that the servant of God may be thoroughly equipped for every good work.
2 Timothy 3:17NIV","['...', 'so', 'that', 'the', 'servant', 'of', 'God', 'may', 'be', 'thoroughly', 'equipped', 'for', 'every', 'good', 'work.\n2', 'Timothy', '3:17NIV']"
1799,"He has LOST it!

Glenn Beck Lists Off the Republicans He Couldn�۪t Vote for ���Even If It Was Barac... https://t.co/GTagVG1Qou via @theblaze","['He', 'has', 'LOST', 'it!\n\nGlenn', 'Beck', 'Lists', 'Off', 'the', 'Republicans', 'He', 'Couldn�۪t', 'Vote', 'for', '���Even', 'If', 'It', 'Was', 'Barac...', 'https://t.co/GTagVG1Qou', 'via', '@theblaze']"
1800,https://t.co/6NguOn2sQ0 i would eat the bottom out of her and come back for more again and again and milk her dry again and again and again,"['https://t.co/6NguOn2sQ0', 'i', 'would', 'eat', 'the', 'bottom', 'out', 'of', 'her', 'and', 'come', 'back', 'for', 'more', 'again', 'and', 'again', 'and', 'milk', 'her', 'dry', 'again', 'and', 'again', 'and', 'again']"
1801,"Believes disaster awaits as a changing climate likely to lead young boys away from the ""loving embrace"" of Church! https://t.co/PWd2aafEgT","['Believes', 'disaster', 'awaits', 'as', 'a', 'changing', 'climate', 'likely', 'to', 'lead', 'young', 'boys', 'away', 'from', 'the', '""loving', 'embrace""', 'of', 'Church!', 'https://t.co/PWd2aafEgT']"
1802,Last period of the day. Don't know if I can make it..,"['Last', 'period', 'of', 'the', 'day.', ""Don't"", 'know', 'if', 'I', 'can', 'make', 'it..']"
1803,New Grimes @knguyen https://t.co/4f4V0muLU4,"['New', 'Grimes', '@knguyen', 'https://t.co/4f4V0muLU4']"
1804,"_���_���
@onedirection Artist Of The Year #AMAs https://t.co/hkkunuKNef","['_���_���\n@onedirection', 'Artist', 'Of', 'The', 'Year', '#AMAs', 'https://t.co/hkkunuKNef']"
1805,@J96RDN listen to the song called something new. I love it. I like melodic house more than anything. Which isn't technically house,"['@J96RDN', 'listen', 'to', 'the', 'song', 'called', 'something', 'new.', 'I', 'love', 'it.', 'I', 'like', 'melodic', 'house', 'more', 'than', 'anything.', 'Which', ""isn't"", 'technically', 'house']"
1806,"MP3 Songs
Best Sellers in Blues
#8: Born Under A Bad Sign (Live @ The T... 
https://t.co/GzAEzN4MTy https://t.co/bQMpOIP3ow","['MP3', 'Songs\nBest', 'Sellers', 'in', 'Blues\n#8:', 'Born', 'Under', 'A', 'Bad', 'Sign', '(Live', '@', 'The', 'T...', '\nhttps://t.co/GzAEzN4MTy', 'https://t.co/bQMpOIP3ow']"
1807,Watch Grimes�۪ ���Flesh without Blood/Life in the Vivid Dream�۪ video https://t.co/WeGlvLhkJG Chris Kelly#MoM https://t.co/RUtTlvvhGw,"['Watch', 'Grimes�۪', '���Flesh', 'without', 'Blood/Life', 'in', 'the', 'Vivid', 'Dream�۪', 'video', 'https://t.co/WeGlvLhkJG', 'Chris', 'Kelly#MoM', 'https://t.co/RUtTlvvhGw']"
1808,"@LaurenDougan29_ ok, thanks. I'm going to Murray park on the Sunday, was gonna call in for one of them frys!!","['@LaurenDougan29_', 'ok,', 'thanks.', ""I'm"", 'going', 'to', 'Murray', 'park', 'on', 'the', 'Sunday,', 'was', 'gonna', 'call', 'in', 'for', 'one', 'of', 'them', 'frys!!']"
1809,Chocolate raisins are the dank,"['Chocolate', 'raisins', 'are', 'the', 'dank']"
1810,I just called on the presidential candidates to lay out a concrete plan to #FightBigMoney in politics! Join here: https://t.co/l72Wot8Ra4,"['I', 'just', 'called', 'on', 'the', 'presidential', 'candidates', 'to', 'lay', 'out', 'a', 'concrete', 'plan', 'to', '#FightBigMoney', 'in', 'politics!', 'Join', 'here:', 'https://t.co/l72Wot8Ra4']"
1811,"@NabilSawal6 Can you help me spread the word about my app, Scope? Find out more: https://t.co/rrIFS8s3EK","['@NabilSawal6', 'Can', 'you', 'help', 'me', 'spread', 'the', 'word', 'about', 'my', 'app,', 'Scope?', 'Find', 'out', 'more:', 'https://t.co/rrIFS8s3EK']"
1812,Monday Night Stepper Set w/DJ Hoss on The Soul FM - Tonight @ 9pm EDT#thesoulfm #chicago #steppers#mnss https://t.co/Wl3NzxKLwY,"['Monday', 'Night', 'Stepper', 'Set', 'w/DJ', 'Hoss', 'on', 'The', 'Soul', 'FM', '-', 'Tonight', '@', '9pm', 'EDT#thesoulfm', '#chicago', '#steppers#mnss', 'https://t.co/Wl3NzxKLwY']"
1813,Monday Night Stepper Set w/DJ Hoss on The Soul FM - Tonight @ 9pm EDT#thesoulfm #chicago #steppers#mnss https://t.co/ETBRYpiX0t,"['Monday', 'Night', 'Stepper', 'Set', 'w/DJ', 'Hoss', 'on', 'The', 'Soul', 'FM', '-', 'Tonight', '@', '9pm', 'EDT#thesoulfm', '#chicago', '#steppers#mnss', 'https://t.co/ETBRYpiX0t']"
1814,She cares but after tonight she probably won't. And he proved today he doesn't care so what's the point,"['She', 'cares', 'but', 'after', 'tonight', 'she', 'probably', ""won't."", 'And', 'he', 'proved', 'today', 'he', ""doesn't"", 'care', 'so', ""what's"", 'the', 'point']"
1815,Monday Night Stepper Set w/DJ Hoss on The Soul FM - Tonight @ 9pm EDT#thesoulfm #chicago #steppers#mnss https://t.co/jIwpPr1cbj,"['Monday', 'Night', 'Stepper', 'Set', 'w/DJ', 'Hoss', 'on', 'The', 'Soul', 'FM', '-', 'Tonight', '@', '9pm', 'EDT#thesoulfm', '#chicago', '#steppers#mnss', 'https://t.co/jIwpPr1cbj']"
1816,"@IAmKarma_Bieber Can you help me spread the word about my app, Scope? Find out more: https://t.co/lLZ3jHu4sZ","['@IAmKarma_Bieber', 'Can', 'you', 'help', 'me', 'spread', 'the', 'word', 'about', 'my', 'app,', 'Scope?', 'Find', 'out', 'more:', 'https://t.co/lLZ3jHu4sZ']"
1817,"The realist person I know, my boy #jr. I'm gonna make it happen for us! https://t.co/ChW2VSf3Oj","['The', 'realist', 'person', 'I', 'know,', 'my', 'boy', '#jr.', ""I'm"", 'gonna', 'make', 'it', 'happen', 'for', 'us!', 'https://t.co/ChW2VSf3Oj']"
1818,"@TitorTau @the_moviebob ...of wu/sarkeesian/quinn shriek about getting is both
a) real
b) targeted at a single autistic man","['@TitorTau', '@the_moviebob', '...of', 'wu/sarkeesian/quinn', 'shriek', 'about', 'getting', 'is', 'both\na)', 'real\nb)', 'targeted', 'at', 'a', 'single', 'autistic', 'man']"
1819,jesus take the wheel,"['jesus', 'take', 'the', 'wheel']"
1820,JonellChamness: _SeoNews_: #Seo Op-Ed: Five Key Skills for the Modern Marketer: SEM and SEO competency: Search Eng��_ https://t.co/wDuWnioOos,"['JonellChamness:', '_SeoNews_:', '#Seo', 'Op-Ed:', 'Five', 'Key', 'Skills', 'for', 'the', 'Modern', 'Marketer:', 'SEM', 'and', 'SEO', 'competency:', 'Search', 'Eng��_', 'https://t.co/wDuWnioOos']"
1821,@Royals @SalvadorPerez15 Is he sitting in the wrong seat?,"['@Royals', '@SalvadorPerez15', 'Is', 'he', 'sitting', 'in', 'the', 'wrong', 'seat?']"
1822,I tried carrying the weight of the world but I only have two hands,"['I', 'tried', 'carrying', 'the', 'weight', 'of', 'the', 'world', 'but', 'I', 'only', 'have', 'two', 'hands']"
1823,Later after doing work all day I'm gonna eat leftover eggplant &amp; cry over the office finale _٪�,"['Later', 'after', 'doing', 'work', 'all', 'day', ""I'm"", 'gonna', 'eat', 'leftover', 'eggplant', '&amp;', 'cry', 'over', 'the', 'office', 'finale', '_٪�']"
1824,Not adverse to mindless popcorn films - far from it. Loved John Wick. Enjoyed Fast 7 &amp; MI:5 - but for fuck sake Hollywood come the fuck on!,"['Not', 'adverse', 'to', 'mindless', 'popcorn', 'films', '-', 'far', 'from', 'it.', 'Loved', 'John', 'Wick.', 'Enjoyed', 'Fast', '7', '&amp;', 'MI:5', '-', 'but', 'for', 'fuck', 'sake', 'Hollywood', 'come', 'the', 'fuck', 'on!']"
1825,5 things you can do tonight to reverse the U.S. food crisis https://t.co/567LsRwlOh,"['5', 'things', 'you', 'can', 'do', 'tonight', 'to', 'reverse', 'the', 'U.S.', 'food', 'crisis', 'https://t.co/567LsRwlOh']"
1826,And that saying the heat stay healthy https://t.co/CumORwyg8C,"['And', 'that', 'saying', 'the', 'heat', 'stay', 'healthy', 'https://t.co/CumORwyg8C']"
1827,"@stillgray @EnwroughtDreams Trolls know how to bait the media, it's like pumpkin spice and white girls in uggs, they can't resist the bait.","['@stillgray', '@EnwroughtDreams', 'Trolls', 'know', 'how', 'to', 'bait', 'the', 'media,', ""it's"", 'like', 'pumpkin', 'spice', 'and', 'white', 'girls', 'in', 'uggs,', 'they', ""can't"", 'resist', 'the', 'bait.']"
1828,"Just when you thought #TRFC had plumbed the depths of woeful cup draws...boom, Whitehawk away! https://t.co/mfxCOlLZ58","['Just', 'when', 'you', 'thought', '#TRFC', 'had', 'plumbed', 'the', 'depths', 'of', 'woeful', 'cup', 'draws...boom,', 'Whitehawk', 'away!', 'https://t.co/mfxCOlLZ58']"
1829,"Must be nice to not have a full time job and be able to workout, go to the beach, and do literally nothing all day! #Goals","['Must', 'be', 'nice', 'to', 'not', 'have', 'a', 'full', 'time', 'job', 'and', 'be', 'able', 'to', 'workout,', 'go', 'to', 'the', 'beach,', 'and', 'do', 'literally', 'nothing', 'all', 'day!', '#Goals']"
1830,@Cric_Liebhabe i won't tolerate unethical with anyone. Recently in BD a group of male saddist who harass girls been caught by the help of us,"['@Cric_Liebhabe', 'i', ""won't"", 'tolerate', 'unethical', 'with', 'anyone.', 'Recently', 'in', 'BD', 'a', 'group', 'of', 'male', 'saddist', 'who', 'harass', 'girls', 'been', 'caught', 'by', 'the', 'help', 'of', 'us']"
1831,@MichaelWilson97 by the dugout,"['@MichaelWilson97', 'by', 'the', 'dugout']"
1832,"@_love41D Can you help me spread the word about my app, Scope? Find out more: https://t.co/rrIFS8s3EK","['@_love41D', 'Can', 'you', 'help', 'me', 'spread', 'the', 'word', 'about', 'my', 'app,', 'Scope?', 'Find', 'out', 'more:', 'https://t.co/rrIFS8s3EK']"
1833,"Shelvey was the classic at the start of the season but not enough talent, not enough brains in defence. https://t.co/B6SQ6zWiXh","['Shelvey', 'was', 'the', 'classic', 'at', 'the', 'start', 'of', 'the', 'season', 'but', 'not', 'enough', 'talent,', 'not', 'enough', 'brains', 'in', 'defence.', 'https://t.co/B6SQ6zWiXh']"
1834,FitzroviaW1: samplayingmusic: Playing at The Lucky Pig in Fitzrovia tomorrow night! Head over to my Facebook page ��_ https://t.co/NXSrQoQsyt,"['FitzroviaW1:', 'samplayingmusic:', 'Playing', 'at', 'The', 'Lucky', 'Pig', 'in', 'Fitzrovia', 'tomorrow', 'night!', 'Head', 'over', 'to', 'my', 'Facebook', 'page', '��_', 'https://t.co/NXSrQoQsyt']"
1835,"@francis_ngannou #Repost @ufc
��ȋ�ȋ��
������First look at the #UFCOrlando Official Poster������ Tickets on-sale��_ https://t.co/rUxpgY7F5H","['@francis_ngannou', '#Repost', '@ufc\n��ȋ�ȋ��\n������First', 'look', 'at', 'the', '#UFCOrlando', 'Official', 'Poster������', 'Tickets', 'on-sale��_', 'https://t.co/rUxpgY7F5H']"
1836,"The "" #Lynx "" bus system in #Orlando, Fl., is just another reason y you should avoid this place; save your $. #OrlandoSucks #transitfail","['The', '""', '#Lynx', '""', 'bus', 'system', 'in', '#Orlando,', 'Fl.,', 'is', 'just', 'another', 'reason', 'y', 'you', 'should', 'avoid', 'this', 'place;', 'save', 'your', '$.', '#OrlandoSucks', '#transitfail']"
1837,Its time to #WakeUpAmerica Join the Cyber War AGAINST #ISIS Follow @DigitaShadow for more deets #GhostSec #OpISIS #OpIceISIS #tcot,"['Its', 'time', 'to', '#WakeUpAmerica', 'Join', 'the', 'Cyber', 'War', 'AGAINST', '#ISIS', 'Follow', '@DigitaShadow', 'for', 'more', 'deets', '#GhostSec', '#OpISIS', '#OpIceISIS', '#tcot']"
1838,@SanDiegoOffers Thanks for the follow- Have a great day!,"['@SanDiegoOffers', 'Thanks', 'for', 'the', 'follow-', 'Have', 'a', 'great', 'day!']"
1839,@latchingonto @anotherfanatic _���_���_��� i'll make your PM come to this side of the world,"['@latchingonto', '@anotherfanatic', '_���_���_���', ""i'll"", 'make', 'your', 'PM', 'come', 'to', 'this', 'side', 'of', 'the', 'world']"
