,sequences,labels,sequence_tok,ner_BIO_full,ner_BIO_full_0.05,ner_BIO_full_0.1,ner_BIO_full_0.15,ner_BIO_full_0.2
10,"Second , these public health interventions were resource - intensive , which might not be sustainable long term .","O O O O O O O O O O O O O O O O O O O
","['Second', ',', 'these', 'public', 'health', 'interventions', 'were', 'resource', '-', 'intensive', ',', 'which', 'might', 'not', 'be', 'sustainable', 'long', 'term', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['I-animal', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-bacterium']","['B-disease', 'O', 'B-symptom', 'O', 'B-animal', 'O', 'O', 'I-organization', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'I-disease']"
11,"According to Li Huifang , deputy secretary general of Zhengzhou Municipal Government , who attended the briefing , at present , all diagnosed cases and asymptomatic infections are carried out as required by centralized treatment or isolated medical observation .","O O B-person I-person O O O O O B-organization I-organization I-organization O O O O O O O O O O O O O O O O O O O O O O O O O O O O
","['According', 'to', 'Li', 'Huifang', ',', 'deputy', 'secretary', 'general', 'of', 'Zhengzhou', 'Municipal', 'Government', ',', 'who', 'attended', 'the', 'briefing', ',', 'at', 'present', ',', 'all', 'diagnosed', 'cases', 'and', 'asymptomatic', 'infections', 'are', 'carried', 'out', 'as', 'required', 'by', 'centralized', 'treatment', 'or', 'isolated', 'medical', 'observation', '.']","['O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-person', 'I-person', 'O', 'O', 'I-disease', 'O', 'O', 'B-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'B-person', 'I-person', 'O', 'B-time', 'O', 'I-time', 'O', 'B-organization', 'I-organization', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-location', 'O', 'O', 'B-location', 'O', 'B-time', 'O', 'O']","['O', 'O', 'I-disease', 'I-person', 'B-location', 'O', 'O', 'O', 'I-bacterium', 'B-organization', 'I-organization', 'B-symptom', 'O', 'O', 'O', 'O', 'I-virus', 'O', 'O', 'I-bacterium', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
12,But his state is no longer the virus hot spot that Florida is .,"O O O O O O O B-virus O O O B-location O O
","['But', 'his', 'state', 'is', 'no', 'longer', 'the', 'virus', 'hot', 'spot', 'that', 'Florida', 'is', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'B-location', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'B-location', 'O', 'O']","['O', 'O', 'O', 'I-virus', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'B-location', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'B-location', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'B-location', 'O', 'O']"
13,"From August 17 to 19 , an online parent - child course was carefully prepared for the residents of Guoxing Homeland Community who continue to practice centralized or home - based medical observation , teaching children and parents to make technology .","O B-time I-time I-time I-time O O O O O O O O O O O O O O B-location I-location I-location O O O O O O O O O O O O O B-person O B-person O O O O
","['From', 'August', '17', 'to', '19', ',', 'an', 'online', 'parent', '-', 'child', 'course', 'was', 'carefully', 'prepared', 'for', 'the', 'residents', 'of', 'Guoxing', 'Homeland', 'Community', 'who', 'continue', 'to', 'practice', 'centralized', 'or', 'home', '-', 'based', 'medical', 'observation', ',', 'teaching', 'children', 'and', 'parents', 'to', 'make', 'technology', '.']","['O', 'B-time', 'I-time', 'I-time', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'O', 'O', 'O', 'O']","['O', 'B-time', 'I-time', 'I-time', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-person', 'I-location', 'O', 'O', 'O']","['O', 'B-time', 'I-time', 'I-time', 'I-time', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'B-symptom', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'I-product', 'I-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-product', 'B-person', 'O', 'O', 'O', 'O']","['O', 'B-person', 'B-animal', 'I-time', 'I-time', 'O', 'O', 'O', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-location', 'O', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-time', 'B-person', 'O', 'O', 'O', 'O']","['I-animal', 'B-time', 'I-time', 'I-time', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-person', 'I-animal', 'B-symptom', 'O', 'B-location', 'I-location', 'I-location', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'B-organization', 'B-person', 'O', 'O', 'O', 'O']"
14,Where has scrub typhus been found ?,"O O B-disease I-disease O O O
","['Where', 'has', 'scrub', 'typhus', 'been', 'found', '?']","['O', 'O', 'B-disease', 'I-disease', 'O', 'O', 'O']","['O', 'O', 'B-disease', 'I-disease', 'O', 'B-symptom', 'O']","['O', 'O', 'B-disease', 'I-disease', 'O', 'O', 'O']","['O', 'O', 'B-disease', 'I-disease', 'B-virus', 'O', 'O']","['O', 'O', 'B-disease', 'I-disease', 'O', 'O', 'B-organization']"
15,"Meanwhile , the Saudi team of researchers managed to develop the first Saudi vaccine against Covid-19 and was ready to do a clinical test after accepting the necessary approvals .","O O O B-location O O B-person O O O O O B-location B-product O B-disease O O O O O O O O O O O O O O
","['Meanwhile', ',', 'the', 'Saudi', 'team', 'of', 'researchers', 'managed', 'to', 'develop', 'the', 'first', 'Saudi', 'vaccine', 'against', 'Covid-19', 'and', 'was', 'ready', 'to', 'do', 'a', 'clinical', 'test', 'after', 'accepting', 'the', 'necessary', 'approvals', '.']","['O', 'O', 'O', 'B-location', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-location', 'B-product', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'B-location', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-location', 'B-product', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-bacterium', 'O']","['I-location', 'O', 'O', 'B-location', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'B-location', 'B-product', 'O', 'B-disease', 'I-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'I-organization', 'O']","['O', 'O', 'O', 'B-time', 'O', 'O', 'B-disease', 'O', 'O', 'O', 'O', 'O', 'B-location', 'B-product', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal']","['O', 'O', 'B-bacterium', 'B-location', 'I-bacterium', 'B-location', 'B-person', 'O', 'O', 'I-time', 'O', 'B-virus', 'B-location', 'B-product', 'O', 'B-time', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'B-animal', 'B-time', 'B-bacterium', 'B-location', 'B-animal', 'O', 'O']"
16,5 : 6 - 25 March 2021 - Democratic Republic of the Congo - ReliefWeb UNICEF DRC Ebola Situation Report No .,"O O B-time I-time I-time I-time I-time O B-location I-location I-location I-location I-location O B-organization B-organization B-location B-disease O O O O
","['5', ':', '6', '-', '25', 'March', '2021', '-', 'Democratic', 'Republic', 'of', 'the', 'Congo', '-', 'ReliefWeb', 'UNICEF', 'DRC', 'Ebola', 'Situation', 'Report', 'No', '.']","['O', 'O', 'B-time', 'I-time', 'I-time', 'I-time', 'I-time', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'I-location', 'O', 'B-organization', 'B-organization', 'B-location', 'B-disease', 'O', 'O', 'O', 'O']","['O', 'B-symptom', 'B-time', 'I-time', 'I-time', 'I-time', 'O', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'I-location', 'O', 'B-organization', 'B-organization', 'B-location', 'B-disease', 'O', 'O', 'O', 'O']","['B-animal', 'O', 'B-time', 'I-time', 'I-time', 'I-time', 'I-time', 'O', 'B-virus', 'I-location', 'B-product', 'I-disease', 'I-location', 'O', 'B-organization', 'B-organization', 'B-location', 'I-time', 'O', 'O', 'O', 'O']","['O', 'O', 'B-time', 'I-time', 'I-time', 'I-organization', 'I-time', 'O', 'B-location', 'I-location', 'I-location', 'I-location', 'B-disease', 'O', 'B-organization', 'I-disease', 'B-location', 'I-disease', 'O', 'O', 'O', 'O']","['O', 'O', 'B-time', 'I-time', 'I-time', 'I-time', 'I-time', 'O', 'B-location', 'B-disease', 'I-product', 'I-location', 'I-location', 'O', 'B-location', 'I-virus', 'B-location', 'B-disease', 'O', 'O', 'O', 'O']"
17,"For example , if there were 357 people hospitalized on July 1 , they were only 294 on July 25 . Of the patients in care , 39 are in critical care ( 48 July 1 ) .","O O O O O O B-person I-person O O B-time I-time O O O O B-person O B-time I-time O O O B-person O O O O O O O O O O B-time I-time O O
","['For', 'example', ',', 'if', 'there', 'were', '357', 'people', 'hospitalized', 'on', 'July', '1', ',', 'they', 'were', 'only', '294', 'on', 'July', '25', '.', 'Of', 'the', 'patients', 'in', 'care', ',', '39', 'are', 'in', 'critical', 'care', '(', '48', 'July', '1', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-time', 'I-time', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-time', 'I-time', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'I-time', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'I-disease', 'I-time', 'O', 'O', 'O', 'O', 'B-person', 'O', 'B-time', 'I-time', 'I-virus', 'O', 'O', 'I-symptom', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'I-time', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-time', 'I-time', 'B-animal', 'O', 'I-person', 'O', 'B-person', 'O', 'B-time', 'B-person', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'B-time', 'I-time', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-time', 'I-time', 'B-location', 'O', 'O', 'O', 'B-person', 'O', 'B-time', 'I-bacterium', 'O', 'O', 'O', 'B-symptom', 'O', 'I-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-bacterium', 'I-time', 'O', 'O']","['O', 'O', 'I-bacterium', 'O', 'O', 'O', 'B-person', 'I-person', 'I-virus', 'O', 'B-time', 'I-time', 'B-virus', 'O', 'O', 'O', 'B-person', 'O', 'B-time', 'I-time', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O', 'O', 'I-virus', 'I-person', 'O', 'O']"
18,"Not only Beijing , Sichuan Chengdu , Liaoning Dalian , Hunan Changde and many other places have reported cases of infection without going to Nanjing , but their trajectory intersection points to Zhangjiajie .","O O B-location O B-location I-location O B-location I-location O B-location I-location O O O O O O B-person I-person I-person O O O B-location O O O O O O O B-location O
","['Not', 'only', 'Beijing', ',', 'Sichuan', 'Chengdu', ',', 'Liaoning', 'Dalian', ',', 'Hunan', 'Changde', 'and', 'many', 'other', 'places', 'have', 'reported', 'cases', 'of', 'infection', 'without', 'going', 'to', 'Nanjing', ',', 'but', 'their', 'trajectory', 'intersection', 'points', 'to', 'Zhangjiajie', '.']","['O', 'O', 'B-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']","['O', 'O', 'B-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'B-location', 'O']","['O', 'I-time', 'B-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-animal', 'I-person', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O']","['O', 'O', 'B-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'I-location', 'O', 'I-animal', 'I-location', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'I-person', 'O', 'O', 'O', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'I-animal']","['O', 'O', 'B-location', 'O', 'B-location', 'I-location', 'O', 'B-location', 'O', 'O', 'I-organization', 'I-location', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'B-person', 'I-person', 'I-person', 'I-organization', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'I-location', 'O', 'O', 'B-location', 'O']"
19,"Among them , 15 cases were imported from abroad ( 5 in Yunnan , 3 in Tianjin , 2 in Shanghai , 2 in Hubei , 2 in Guangdong , 1 in Liaoning ) ; 28 cases were domestic ( 20 in Fujian , 17 in Xiamen , 3 in Putian ; 8 in Heilongjiang , all in Harbin ) .","O O O B-person I-person O O O O O O O B-location O O O B-location O O O B-location O O O B-location O O O B-location O O O B-location O O B-person I-person O O O O O B-location O O O B-location O O O B-location O O O B-location O O O B-location O O
","['Among', 'them', ',', '15', 'cases', 'were', 'imported', 'from', 'abroad', '(', '5', 'in', 'Yunnan', ',', '3', 'in', 'Tianjin', ',', '2', 'in', 'Shanghai', ',', '2', 'in', 'Hubei', ',', '2', 'in', 'Guangdong', ',', '1', 'in', 'Liaoning', ')', ';', '28', 'cases', 'were', 'domestic', '(', '20', 'in', 'Fujian', ',', '17', 'in', 'Xiamen', ',', '3', 'in', 'Putian', ';', '8', 'in', 'Heilongjiang', ',', 'all', 'in', 'Harbin', ')', '.']","['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O']","['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O']","['O', 'O', 'O', 'B-person', 'I-person', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'I-bacterium', 'B-time', 'O', 'B-location', 'O', 'I-time', 'I-location', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-location', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'B-time', 'O', 'O', 'B-location', 'B-person', 'O', 'O', 'B-location', 'B-animal', 'O', 'I-time', 'B-location', 'O', 'O']","['O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'B-time', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'B-location', 'O', 'O', 'B-organization', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-bacterium', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'I-bacterium']","['B-time', 'I-location', 'O', 'B-person', 'I-person', 'O', 'I-symptom', 'O', 'O', 'B-person', 'B-symptom', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'I-time', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'B-symptom', 'B-location', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'B-symptom', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'I-location', 'O', 'O', 'O', 'B-location', 'O', 'O']"
20,"Another 17 patients were in at - risk occupations , seven were medical workers and 30 were from workplaces in Rayong province .","O B-person I-person O O O O O O O O O B-person I-person O O O O O O B-location O O
","['Another', '17', 'patients', 'were', 'in', 'at', '-', 'risk', 'occupations', ',', 'seven', 'were', 'medical', 'workers', 'and', '30', 'were', 'from', 'workplaces', 'in', 'Rayong', 'province', '.']","['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O']","['O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'I-product', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O']","['O', 'B-person', 'I-person', 'O', 'I-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'B-organization', 'O', 'I-time', 'B-virus', 'O', 'O']","['O', 'B-person', 'B-location', 'O', 'I-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O']","['B-location', 'B-person', 'I-person', 'O', 'I-bacterium', 'O', 'O', 'B-symptom', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O']"
21,The city till now has had two waves of the infection .,"O O O O O O O O O O O O
","['The', 'city', 'till', 'now', 'has', 'had', 'two', 'waves', 'of', 'the', 'infection', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-product', 'O', 'O', 'O']","['O', 'O', 'B-time', 'O', 'B-disease', 'O', 'O', 'O', 'B-symptom', 'O', 'O', 'O']","['O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time']"
22,"This support will be channeled by SPKS to smaller farmers managing land in less than 2 hectares or small farmers , supporting forest conservation and the Free deforestation principle under the HCSA .","O O O O O O B-organization O O O O O O O O O O O O O O O O O O O O O O O O B-organization O
","['This', 'support', 'will', 'be', 'channeled', 'by', 'SPKS', 'to', 'smaller', 'farmers', 'managing', 'land', 'in', 'less', 'than', '2', 'hectares', 'or', 'small', 'farmers', ',', 'supporting', 'forest', 'conservation', 'and', 'the', 'Free', 'deforestation', 'principle', 'under', 'the', 'HCSA', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'B-animal', 'I-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-disease', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'B-product', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O', 'O', 'B-bacterium', 'B-organization', 'O']","['O', 'I-bacterium', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'I-organization', 'B-animal', 'B-virus', 'B-location', 'I-disease', 'O', 'O', 'O', 'O', 'B-organization', 'O']"
23,Almost finished .,"O O O
","['Almost', 'finished', '.']","['O', 'O', 'O']","['O', 'O', 'B-product']","['O', 'O', 'O']","['O', 'O', 'O']","['O', 'O', 'I-location']"
24,2 ) : 2.2 per cent Reproduction number ( Seven day average ) : 1.05 Reproduction values greater than 1 indicate the virus is spreading and each case infects more than one contact .,"O O O O O O O O O O O O O O O O O O O O O O B-virus O O O O O O O O O O O
","['2', ')', ':', '2.2', 'per', 'cent', 'Reproduction', 'number', '(', 'Seven', 'day', 'average', ')', ':', '1.05', 'Reproduction', 'values', 'greater', 'than', '1', 'indicate', 'the', 'virus', 'is', 'spreading', 'and', 'each', 'case', 'infects', 'more', 'than', 'one', 'contact', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'I-location', 'O', 'I-animal', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'O', 'I-organization']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'I-disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'B-location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'B-animal', 'B-disease', 'O', 'O', 'I-product', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-organization', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-virus', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-time', 'O', 'O', 'O']"
