,tweets_tok,ner_BIO_full,tweets_full_text,ner_BIO_full_text
2196,"['RT', '@diggy_simmons', ':', 'Last', 'day', '.....', 'http://twitpic.com/2g9c1e']","['O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @diggy_simmons : Last day ..... http://twitpic.com/2g9c1e,O O O O O O O
2197,"[""'RT"", '@JustinsHairFlip', ':', 'Justin', 'was', 'TOTALLY', 'prancing', 'around', 'the', 'room', 'when', 'he', 'saw', 'my', 'username', '&amp;', 'he', 'was', 'screaming', '""', 'OMG', 'I', 'HAVE', 'A', 'TWITTER', 'FOR', 'MA', ""...'""]","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-company', 'O', 'O', 'O']","'RT @JustinsHairFlip : Justin was TOTALLY prancing around the room when he saw my username &amp; he was screaming "" OMG I HAVE A TWITTER FOR MA ...'",O O O B-person O O O O O O O O O O O O O O O O O O O O B-company O O O
2198,"['We', 'thank', 'you', 'for', 'your', 'interest', 'and', 'consideration', 'and', 'we', 'look', 'forward', 'to', 'working', 'with', 'you', 'this', 'year', 'at', 'the', '20', '...', 'http://tinyurl.com/27ypv4o']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",We thank you for your interest and consideration and we look forward to working with you this year at the 20 ... http://tinyurl.com/27ypv4o,O O O O O O O O O O O O O O O O O O O O O O O
2199,"['RT', '@sandiegozoo', ':', 'Fossil', 'dig', 'update', ':', 'found', 'the', 'flippers', '!', 'Looks', 'like', 'a', 'pretty', 'complete', '3', 'million-year-old', 'whale', 'fossil', '.', 'YG']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @sandiegozoo : Fossil dig update : found the flippers ! Looks like a pretty complete 3 million-year-old whale fossil . YG,O O O O O O O O O O O O O O O O O O O O O O
2200,"['Have', 'a', 'practice', 'session', '@Cromwell', 'Field', 'today', 'at', '6pm', '.', 'Hope', 'i', 'shine', 'well', 'and', 'start', 'the', 'next', 'game', '.', ':)']","['O', 'O', 'O', 'O', 'B-facility', 'I-facility', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Have a practice session @Cromwell Field today at 6pm . Hope i shine well and start the next game . :),O O O O B-facility I-facility O O O O O O O O O O O O O O O
2201,"['Follow', 'Friday', ':', 'Once', 'again', ',', 'I', 'suggest', 'you', 'tell', 'everyone', 'you', 'know', 'to', 'FOLLOW', 'ME', '!', 'Let', ""'s"", 'get', 'me', 'over', '200', 'followers', '!', 'Porn', 'robots', 'welcome', '!', '#ff']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Follow Friday : Once again , I suggest you tell everyone you know to FOLLOW ME ! Let 's get me over 200 followers ! Porn robots welcome ! #ff",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2202,"['i', 'wonder', 'if', 'our', 'football', 'team', 'is', 'gonna', 'win', 'their', 'game', 'today', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",i wonder if our football team is gonna win their game today ...,O O O O O O O O O O O O O
2203,"['of', 'my', 'days', 'like', 'paris', 'hilton', 'doing', 'blowjobs', 'on', 'camera', 'to', 'earn', 'enough', 'money', 'to', 'feed', 'my', 'angry', 'birds', 'habbit', 'until', 'i', 'die']","['O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",of my days like paris hilton doing blowjobs on camera to earn enough money to feed my angry birds habbit until i die,O O O O B-person I-person O O O O O O O O O O O O O O O O O
2204,"['Back', 'at', 'work', ',', 'waiting', 'for', 'Sunday', 'when', 'Mike', 'Vick', 'get', 'his', 'shine', 'on', 'Vs', '.', 'the', 'Lions']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'B-sportsteam', 'I-sportsteam']","Back at work , waiting for Sunday when Mike Vick get his shine on Vs . the Lions",O O O O O O O O B-person I-person O O O O O O B-sportsteam I-sportsteam
2205,"['Baseball', 'Tips', 'On', 'Hitting', '--', 'How', 'To', 'Approach', 'The', 'Flame', 'Throwers', '!', 'http://t.co/vaVT5LW', '#mlb', 'select', 'league', '#baseball', '#FF', 'Follow', 'Friday', '..']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Baseball Tips On Hitting -- How To Approach The Flame Throwers ! http://t.co/vaVT5LW #mlb select league #baseball #FF Follow Friday ..,O O O O O O O O O O O O O O O O O O O O O
2206,"['#MuchLove', 'to', 'my', 'baby', 'it', 'will', 'be', '3', 'months', 'in', 'a', 'couple', 'days']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",#MuchLove to my baby it will be 3 months in a couple days,O O O O O O O O O O O O O
2207,"['@tsykoduk', 'that', 'was', 'yesterday', 'and', '@RandomGemini', 'he', 'already', 'has', 'one', '.', ':-)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@tsykoduk that was yesterday and @RandomGemini he already has one . :-),O O O O O O O O O O O O
2208,"['Yay', ',', 'just', 'ordered', 'new', 'tragus', 'bars', ':)', 'Hopefully', ""they'll"", 'arrive', 'on', 'Monday']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Yay , just ordered new tragus bars :) Hopefully they'll arrive on Monday",O O O O O O O O O O O O O
2209,"['Five', 'Bullpens', 'to', 'Stay', 'Away', 'From', 'in', 'MLB', 'Odds', ':', 'When', 'you', 'think', 'of', 'the', 'worst', 'teams', 'in', 'baseball', ',', 'you', 'think', 'of', 'teams', 'tha', '...', 'http://bit.ly/9R73CK']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Five Bullpens to Stay Away From in MLB Odds : When you think of the worst teams in baseball , you think of teams tha ... http://bit.ly/9R73CK",O O O O O O O B-other O O O O O O O O O O O O O O O O O O O
2210,"['#blackholidays', '""', 'National', 'forget', 'the', 'he', 'say', 'she', 'say', '...', 'what', 'do', 'God', 'say', 'day', '""']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'O', 'O', 'O']","#blackholidays "" National forget the he say she say ... what do God say day """,O O O O O O O O O O O O B-person O O O
2211,"['""', 'before', 'we', 'start', ',', 'how', 'old', 'are', 'you', '?', 'HER', ':', 'I', ""'m"", '15', '..', 'old', 'enough', '!........', '#FindTheNearestExit']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",""" before we start , how old are you ? HER : I 'm 15 .. old enough !........ #FindTheNearestExit",O O O O O O O O O O O O O O O O O O O O
2212,"['The', 'ppl', 'who', 'organized', 'the', 'dept', '.', 'picnic', 'at', '1', 'on', 'Sunday', 'clearly', ""didn't"", 'want', 'me', 'to', 'go', 'or', 'they', ""wouldn't"", 'have', 'scheduled', 'it', 'during', 'a', 'Packer', 'game', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-sportsteam', 'O', 'O']",The ppl who organized the dept . picnic at 1 on Sunday clearly didn't want me to go or they wouldn't have scheduled it during a Packer game .,O O O O O O O O O O O O O O O O O O O O O O O O O O B-sportsteam O O
2213,"['RT', '@PolarBeverages', ':', 'Before', 'Hurricane', 'Earl', 'comes', ',', 'stock', 'up', 'on', 'Polar', 'Orange', 'Dry', '!', ':)']","['O', 'O', 'O', 'O', 'B-other', 'I-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","RT @PolarBeverages : Before Hurricane Earl comes , stock up on Polar Orange Dry ! :)",O O O O B-other I-other O O O O O O O O O O
2214,"['Analogy', 'time', '!', 'Loyola', 'Chicago', ':', 'Alexei', '::', 'Philadelphia', 'Eagles', ':', 'Donovan', 'McNabb', '(', 'even', 'b4', 'the', 'trade)', '.', '#nfl', '#fb']","['O', 'O', 'O', 'B-geo-loc', 'B-geo-loc', 'O', 'B-person', 'O', 'B-sportsteam', 'I-sportsteam', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Analogy time ! Loyola Chicago : Alexei :: Philadelphia Eagles : Donovan McNabb ( even b4 the trade) . #nfl #fb,O O O B-geo-loc B-geo-loc O B-person O B-sportsteam I-sportsteam O B-person I-person O O O O O O O O
2215,"['@ZhouMaharet', 'I', ""haven't"", 'for', 'a', 'long', 'ass', 'time']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@ZhouMaharet I haven't for a long ass time,O O O O O O O O
2216,"['http://sk.mu/aEnsGunwfr9', ':', 'Above&amp;Beyond', '-', 'Trance', 'Around', 'The', 'World', '338', '(', 'Wippenberg', 'Guestmix', ')', '(', '17', 'September', '2010', ')', '#Trance', '#Trancefamily', '#TATW']","['O', 'O', 'B-other', 'O', 'B-other', 'I-other', 'I-other', 'I-other', 'I-other', 'I-other', 'I-other', 'I-other', 'I-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",http://sk.mu/aEnsGunwfr9 : Above&amp;Beyond - Trance Around The World 338 ( Wippenberg Guestmix ) ( 17 September 2010 ) #Trance #Trancefamily #TATW,O O B-other O B-other I-other I-other I-other I-other I-other I-other I-other I-other O O O O O O O O
2217,"[""I'm"", 'being', 'stalked', 'by', '@thisisiceland', '.', 'I', 'saw', 'this', 'when', 'I', 'opened', 'flipboard', 'just', 'now', '.', 'http://yfrog.com/eir70oj']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-company', 'O', 'O', 'O', 'O']",I'm being stalked by @thisisiceland . I saw this when I opened flipboard just now . http://yfrog.com/eir70oj,O O O O O O O O O O O O B-company O O O O
2218,"[""I'm"", 'off', 'I', 'shall', 'tweet', 'when', ""I'm"", 'home', ':D', ':D', 'xxxxxx']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",I'm off I shall tweet when I'm home :D :D xxxxxx,O O O O O O O O O O O
2219,"['Need', 'it', 'to', 'be', 'slammed', 'at', 'the', 'haus', 'tonight']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Need it to be slammed at the haus tonight,O O O O O O O O O
2220,"['RT', '@Sn00ki', ':', 'Haha', 'yes', '!!!', 'I', 'love', 'that', 'you', 'knew', 'that', ':)', 'RT', '@trishamelissa', '@Sn00ki', 'Is', 'phenomenal', 'the', 'word', 'of', 'the', 'day', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @Sn00ki : Haha yes !!! I love that you knew that :) RT @trishamelissa @Sn00ki Is phenomenal the word of the day ?,O O O O O O O O O O O O O O O O O O O O O O O O
2221,"['Doctor', ""'s"", 'appointment', 'and', 'blood', 'test', 'today', '.', '%#$&amp;@%$&amp;%&amp;@$', '!!!!!!!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Doctor 's appointment and blood test today . %#$&amp;@%$&amp;%&amp;@$ !!!!!!!,O O O O O O O O O O
2222,"['been', 'listenin', 'to', 'trey', 'alllll', 'week', '...', 'can', 'u', 'luv', 'someone', 'u', 'never', 'met', '??', 'bcuz', 'i', 'think', 'im', 'in', 'luv', 'yeeuuuuppp', '!!!']","['O', 'O', 'O', 'B-person', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",been listenin to trey alllll week ... can u luv someone u never met ?? bcuz i think im in luv yeeuuuuppp !!!,O O O B-person O O O O O O O O O O O O O O O O O O O
2223,"['no', 'mins', 'ha', 'i', 'guess', 'i', 'aint', 'goin', 'to', 'town', 'today', 'ha', 'just', 'gonna', 'stay', 'and', 'ball', '....']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",no mins ha i guess i aint goin to town today ha just gonna stay and ball ....,O O O O O O O O O O O O O O O O O O
2224,"['yupp', '!', 'RT', '@TrentShelton', 'have', 'u', 'ever', 'met', 'some1', 'that', 'when', 'u', 'tell', 'a', 'story', 'THEY', 'HAVE', 'to', 'tell', 'their', 'story', '2', 'overshadow', 'yours', 'to', 'feel', 'superior']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",yupp ! RT @TrentShelton have u ever met some1 that when u tell a story THEY HAVE to tell their story 2 overshadow yours to feel superior,O O O O O O O O O O O O O O O O O O O O O O O O O O O
2225,"['RT', '@INTERMIX', ':', 'Shopping', 'on', 'the', 'High', 'Holy', 'Days', '.', 'Retail', ',', 'repent', ',', 'retweet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","RT @INTERMIX : Shopping on the High Holy Days . Retail , repent , retweet .",O O O O O O O O O O O O O O O O
2226,"['@Syniq', 'yeah', ',', 'after', 'a', 'long', 'week', ',', 'I', 'think', 'we', 'need', 'an', 'early', 'night', ',', 'so', 'are', 'heading', 'to', 'bed', 'shortly', '.', ""We'll"", 'pop', 'over', 'tomorrow', 'afternoon', 'tho', ""'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","@Syniq yeah , after a long week , I think we need an early night , so are heading to bed shortly . We'll pop over tomorrow afternoon tho '",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2227,"['Off', 'work', 'I', 'guess', '?', 'Told', 'to', 'leave', 'an', 'hour', 'and', 'half', 'before', 'I', 'was', 'scheduled', 'to', '.', 'My', 'paycheck', 'is', 'going', 'to', 'be', 'weak', '.', 'Not', 'happy', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Off work I guess ? Told to leave an hour and half before I was scheduled to . My paycheck is going to be weak . Not happy .,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2228,"['Wake', ',', 'Davidson', ',', 'Charlotte', 'and', 'NC', 'St', '.', 'have', 'all', 'been', 'in', 'to', 'check', 'out', '2012', 'pg', 'Tyler', 'Lewis', 'since', 'contact', 'pd', 'began', '.', 'UNC', 'will', 'be', 'there', 'next', 'week', '.']","['B-person', 'O', 'B-person', 'O', 'B-person', 'O', 'B-other', 'I-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-person', 'I-person', 'O', 'O', 'O', 'O', 'O', 'B-other', 'O', 'O', 'O', 'O', 'O', 'O']","Wake , Davidson , Charlotte and NC St . have all been in to check out 2012 pg Tyler Lewis since contact pd began . UNC will be there next week .",B-person O B-person O B-person O B-other I-other O O O O O O O O O O B-person I-person O O O O O B-other O O O O O O
2229,"['i', 'may', 'have', 'failed', ',', 'but', 'yeah', 'i', 'loved', 'you', 'from', 'the', 'start', '-', 'i', 'should', 'continue', 'editing', 'and', 'stop', 'quoting', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","i may have failed , but yeah i loved you from the start - i should continue editing and stop quoting .",O O O O O O O O O O O O O O O O O O O O O O
2230,"['RT', '@justingodsey', ':', 'When', 'the', 'eagles', 'fly', 'high', ',', 'they', 'make', 'all', 'the', 'smaller', 'birds', 'jealous', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","RT @justingodsey : When the eagles fly high , they make all the smaller birds jealous .",O O O O O O O O O O O O O O O O O
2231,"['RT', '@SdotYoung', ':', '@MRsPRETTyKANDi', 'If', 'i', 'could', 'be', 'with', 'u', 'for', 'our', ""b'days"", 'that', 'would', 'be', 'amazin', '...', '&lt;', '&lt;', 'ii', 'DEF', 'agree', 'Boo', '..', 'we', 'should', 'do', 'our', 'best', 'to']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @SdotYoung : @MRsPRETTyKANDi If i could be with u for our b'days that would be amazin ... &lt; &lt; ii DEF agree Boo .. we should do our best to,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2232,"['VIDEO', ':', 'Showbiz', 'Tonight', '-', 'Is', 'TV', 'Too', 'Gay', '?:', 'http://bit.ly/aAZMD6']","['O', 'O', 'B-tvshow', 'I-tvshow', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",VIDEO : Showbiz Tonight - Is TV Too Gay ?: http://bit.ly/aAZMD6,O O B-tvshow I-tvshow O O O O O O O
2233,"['#np', 'never', 'too', 'late', '-', 'three', 'days', 'grace', '&lt;', '3']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",#np never too late - three days grace &lt; 3,O O O O O O O O O O
2234,"['Kk', 'its', '22:48', 'friday', 'nyt', ':D', 'really', 'tired', 'so', 'imma', 'go', 'to', 'sleep', ':)', 'good', 'nyt', 'x', 'god', 'bles', 'xxxxx']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Kk its 22:48 friday nyt :D really tired so imma go to sleep :) good nyt x god bles xxxxx,O O O O O O O O O O O O O O O O O O O O
2235,"['@2kjdream', 'Good', 'morning', '!', 'Have', 'a', 'Good', 'day', ':)', 'from', 'JPN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O']",@2kjdream Good morning ! Have a Good day :) from JPN .,O O O O O O O O O O B-geo-loc O
2236,"['RT', '@fucking_way', ':', 'A', 'gente', 'acostumou', 'a', 'escrever', 'I', 'Brought', 'You', 'My', 'Bullets', 'I', 'Brought', 'You', 'Me', 'Your', 'Love', ',', 'Danger', 'Days', '::', 'The', 'True', 'Lives', 'Of', 'The', 'Fa', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","RT @fucking_way : A gente acostumou a escrever I Brought You My Bullets I Brought You Me Your Love , Danger Days :: The True Lives Of The Fa ...",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2237,"['@Jee_agustino', ':O', 'seriously', 'even', 'when', 'you', 'do', 'not', 'want', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",@Jee_agustino :O seriously even when you do not want ?,O O O O O O O O O O
2238,"[""'RT"", '@keidence', '""', 'Good', 'Morning', '!', 'Have', 'a', 'pleasant', 'and', 'happy', 'day', '!""', ""http://dlvr.it/5RcZC'""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","'RT @keidence "" Good Morning ! Have a pleasant and happy day !"" http://dlvr.it/5RcZC'",O O O O O O O O O O O O O O
2239,"['Saw', 'some', 'people', 'from', 'my', 'past', 'over', 'at', 'the', 'school', 'today', '.', 'They', 'all', 'remembered', 'me', '.', ':)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Saw some people from my past over at the school today . They all remembered me . :),O O O O O O O O O O O O O O O O O O
2240,"['Observances', 'mark', '9/11', 'anniversary', ':', 'Observances', 'in', 'Temecula', 'and', 'elsewhere', 'throughout', 'the', 'region', 'last', 'week', 'marked', 'the', '...', 'http://dlvr.it/5Rckw']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",Observances mark 9/11 anniversary : Observances in Temecula and elsewhere throughout the region last week marked the ... http://dlvr.it/5Rckw,O O O O O O O B-geo-loc O O O O O O O O O O O
2241,"['RT', '@iSplashInYoMouf', ':', 'RE*TWEET', 'IF', 'YOU', 'GOING', 'OUT', 'TONIGHT', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @iSplashInYoMouf : RE*TWEET IF YOU GOING OUT TONIGHT ?,O O O O O O O O O O
2242,"['I', ""ain't"", 'necessary', 'listenin', ""'"", 'to', 'the', 'lyrics', 'but', 'the', 'beat', 'got', 'head', ""rockin'."", '&quot;', 'It', ""'s"", 'Gucci', 'Time', '!&quot;', '#nodisrespect', 'I', 'fucks', 'with', 'every', 'now', '&amp;', 'then', '...']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-other', 'I-other', 'I-other', 'I-other', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",I ain't necessary listenin ' to the lyrics but the beat got head rockin'. &quot; It 's Gucci Time !&quot; #nodisrespect I fucks with every now &amp; then ...,O O O O O O O O O O O O O O O B-other I-other I-other I-other O O O O O O O O O O
2243,"['Love', 'me', 'when', 'I', 'least', 'deserve', 'it', ',', 'because', 'that', ""'s"", 'when', 'I', 'need', 'it', 'the', 'most', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","Love me when I least deserve it , because that 's when I need it the most .",O O O O O O O O O O O O O O O O O O
2244,"['#futbol', '&gt;', 'Newcastle', 'Jets', 'Youth', 'v', 'AIS', 'U21', '@', '18', 'Sep', '04:00', '-', 'precios', 'actualizados', '!', 'http://bit.ly/dBJacr', '#apuestas']","['O', 'O', 'B-sportsteam', 'I-sportsteam', 'I-sportsteam', 'O', 'B-sportsteam', 'I-sportsteam', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",#futbol &gt; Newcastle Jets Youth v AIS U21 @ 18 Sep 04:00 - precios actualizados ! http://bit.ly/dBJacr #apuestas,O O B-sportsteam I-sportsteam I-sportsteam O B-sportsteam I-sportsteam O O O O O O O O O O
2245,"['Cleveland', 'Browns', '(', 'Official', 'Site', ')', '&gt;', '&gt;', 'Delhomme', 'doubtful', 'for', 'Sunday', 'http://buzztap.com/-tgXgig']","['B-sportsteam', 'I-sportsteam', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo-loc', 'O', 'O', 'O', 'O']",Cleveland Browns ( Official Site ) &gt; &gt; Delhomme doubtful for Sunday http://buzztap.com/-tgXgig,B-sportsteam I-sportsteam O O O O O O B-geo-loc O O O O
2246,"['i', 'decided', 'im', 'gonna', 'sleep', 'at', 'my', 'mommys', 'tonight', 'and', 'hang', 'out', 'there', 'after', 'filming', 'tomorrow', 'morning', 'till', 'i', 'work', '.', 'oh', 'the', 'sacrafices', 'i', 'make', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",i decided im gonna sleep at my mommys tonight and hang out there after filming tomorrow morning till i work . oh the sacrafices i make .,O O O O O O O O O O O O O O O O O O O O O O O O O O O
2247,"['RT', '@MirandaBuzz', ':', 'Last', 'day', 'of', 'this', 'season', '!!!', 'Next', 'season', 'I', 'hope', ""I'm"", 'driving', 'myself', 'to', 'work', '!', 'Gonna', 'miss', 'everybody', 'like', 'crazy', ':)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",RT @MirandaBuzz : Last day of this season !!! Next season I hope I'm driving myself to work ! Gonna miss everybody like crazy :),O O O O O O O O O O O O O O O O O O O O O O O O O
2248,"['But', 'what', 'happens', 'when', 'karam', 'turns', 'right', 'around', 'and', 'bites', 'you', '?', 'And', 'everything', 'you', 'stand', 'for', 'turns', 'on', 'you', 'despite', 'you', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",But what happens when karam turns right around and bites you ? And everything you stand for turns on you despite you ?,O O O O O O O O O O O O O O O O O O O O O O O
2249,"['@cosmicblend', 'but', 'you', 'ARE', 'coming', 'tonight', ',', 'right', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","@cosmicblend but you ARE coming tonight , right ?",O O O O O O O O O
2250,"['Gotta', 'dress', 'up', 'for', 'london', 'fashion', 'week', 'and', 'party', 'in', 'style', '!']","['O', 'O', 'O', 'O', 'B-other', 'I-other', 'I-other', 'O', 'O', 'O', 'O', 'O']",Gotta dress up for london fashion week and party in style !,O O O O B-other I-other I-other O O O O O
2251,"['@modernpaper', '@alamodestuff', 'what', 'a', 'fabulous', 'photo', 'of', 'you', 'two', '!', 'it', 'looks', 'like', 'you', 'were', 'fast', 'friends', ',', 'and', 'had', 'an', 'amazing', 'time', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","@modernpaper @alamodestuff what a fabulous photo of you two ! it looks like you were fast friends , and had an amazing time .",O O O O O O O O O O O O O O O O O O O O O O O O
2252,"[""I'll"", 'be', 'gone', 'till', 'november', ',', 'but', 'I', ""ain't"", 'even', 'trippin', 'cause', 'I', 'know', 'drizzy', 'gonna', 'kill', 'em', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","I'll be gone till november , but I ain't even trippin cause I know drizzy gonna kill em !",O O O O O O O O O O O O O O O O O O O
